,name,year,runtime,certificate,genre,rating,url,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
5552,Watchers,(1988),91 min,R,"Action, Horror, Sci-Fi",5.3,http://www.imdb.com/title/tt0096425/,tt0096425,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5553,No Man's Land,(1987),106 min,R,"Crime, Drama, Thriller",6.1,http://www.imdb.com/title/tt0093638/,tt0093638,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5554,Chopping Mall,(1986),77 min,R,"Comedy, Horror, Sci-Fi",5.6,http://www.imdb.com/title/tt0090837/,tt0090837,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
5555,Slugs,(1988),89 min,R,Horror,5,http://www.imdb.com/title/tt0093995/,tt0093995,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5556,White Water Summer,(1987),90 min,PG,"Adventure, Drama",6.2,http://www.imdb.com/title/tt0094318/,tt0094318,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5557,Miracle Mile,(1988),87 min,R,"Action, Drama, Romance",7,http://www.imdb.com/title/tt0097889/,tt0097889,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0
5558,Class of Nuke 'Em High,(1986),85 min,R,"Comedy, Horror, Sci-Fi",5.7,http://www.imdb.com/title/tt0090849/,tt0090849,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5559,The Boys Next Door,(1985),91 min,R,"Crime, Drama, Thriller",6.5,http://www.imdb.com/title/tt0090770/,tt0090770,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
5560,American Ninja 2: The Confrontation,(1987),90 min,R,"Action, Drama",4.8,http://www.imdb.com/title/tt0092548/,tt0092548,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5561,Demons 2,(1986),88 min,R,Horror,6,http://www.imdb.com/title/tt0090930/,tt0090930,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5562,Daffy Duck's Quackbusters,(1988),72 min,G,"Animation, Comedy, Family",7.2,http://www.imdb.com/title/tt0094939/,tt0094939,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5563,Razorback,(1984),95 min,R,"Horror, Thriller",6,http://www.imdb.com/title/tt0087981/,tt0087981,Be the first to evaluate this category,0,0,0,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5564,The Hit,(1984),98 min,R,"Crime, Drama, Thriller",7.1,http://www.imdb.com/title/tt0087414/,tt0087414,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5565,Steel Dawn,(1987),100 min,R,"Action, Adventure, Sci-Fi",5,http://www.imdb.com/title/tt0094033/,tt0094033,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5566,The Chocolate War,(1988),100 min,R,Drama,6.9,http://www.imdb.com/title/tt0094869/,tt0094869,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5567,Siesta,(1987),97 min,R,"Drama, Mystery, Romance",5.6,http://www.imdb.com/title/tt0093969/,tt0093969,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5568,The Glass Menagerie,(1987),134 min,PG,Drama,7.2,http://www.imdb.com/title/tt0093093/,tt0093093,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5569,Knightriders,(1981),146 min,R,"Action, Drama",6.4,http://www.imdb.com/title/tt0082622/,tt0082622,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5570,Chained Heat,(1983),95 min,R,"Action, Crime, Drama",4.8,http://www.imdb.com/title/tt0085318/,tt0085318,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5571,Resurrection,(1980),103 min,PG,"Drama, Fantasy",7.4,http://www.imdb.com/title/tt0081414/,tt0081414,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5572,The Stunt Man,(1980),131 min,R,"Action, Comedy, Drama",7.2,http://www.imdb.com/title/tt0081568/,tt0081568,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5573,Mephisto,(1981),144 min,Unrated,Drama,7.9,http://www.imdb.com/title/tt0082736/,tt0082736,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
5574,Deathstalker,(1983),80 min,R,"Adventure, Fantasy",4.4,http://www.imdb.com/title/tt0087127/,tt0087127,Severe,0,0,0,1,Severe,0,0,0,1,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5575,The Octagon,(1980),103 min,R,"Action, Drama, Romance",5.1,http://www.imdb.com/title/tt0081259/,tt0081259,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5576,Savannah Smiles,(1982),105 min,PG,"Comedy, Family",7.2,http://www.imdb.com/title/tt0084633/,tt0084633,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5577,Barbarosa,(1982),90 min,PG,Western,6.5,http://www.imdb.com/title/tt0083619/,tt0083619,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5578,Tourist Trap,(1979),90 min,PG,Horror,6.2,http://www.imdb.com/title/tt0080040/,tt0080040,Mild,0,1,0,0,Severe,0,0,0,1,None,1,0,0,0,None,1,0,0,0,Severe,0,0,0,1
5579,Prince of the City,(1981),167 min,R,"Crime, Drama",7.6,http://www.imdb.com/title/tt0082945/,tt0082945,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5580,The Ninth Configuration,(1980),118 min,R,"Comedy, Drama, Horror",7.2,http://www.imdb.com/title/tt0081237/,tt0081237,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5581,Super Fuzz,(1980),97 min,PG,"Action, Comedy, Fantasy",6.4,http://www.imdb.com/title/tt0082924/,tt0082924,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5582,The Plague Dogs,(1982),103 min,PG-13,"Animation, Adventure, Drama",7.9,http://www.imdb.com/title/tt0084509/,tt0084509,Mild,1,2,0,0,Moderate,0,0,3,0,Moderate,0,0,3,0,Mild,0,3,0,0,Severe,0,0,0,4
5583,Eaten Alive,(1976),91 min,R,"Horror, Thriller",5.5,http://www.imdb.com/title/tt0074455/,tt0074455,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5584,Cannonball!,(1976),93 min,PG,"Action, Comedy, Crime",5.5,http://www.imdb.com/title/tt0074279/,tt0074279,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5585,Ode to Billy Joe,(1976),106 min,PG,Drama,6.4,http://www.imdb.com/title/tt0074995/,tt0074995,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5586,Boss Nigger,(1975),87 min,PG,"Comedy, Western",6.9,http://www.imdb.com/title/tt0072725/,tt0072725,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5587,Images,(1972),101 min,R,"Drama, Horror",7.3,http://www.imdb.com/title/tt0068732/,tt0068732,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5588,The Great Waldo Pepper,(1975),107 min,PG,"Adventure, Drama",6.6,http://www.imdb.com/title/tt0073075/,tt0073075,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5589,The Yakuza,(1974),112 min,R,"Action, Crime, Drama",7.3,http://www.imdb.com/title/tt0073918/,tt0073918,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5590,Mr. Majestyk,(1974),103 min,PG,"Action, Crime, Drama",6.8,http://www.imdb.com/title/tt0071866/,tt0071866,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5591,The Living Dead at Manchester Morgue,(1974),95 min,R,Horror,6.9,http://www.imdb.com/title/tt0071431/,tt0071431,Be the first to evaluate this category,0,0,0,0,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5592,It's Alive,(1974),91 min,PG,Horror,5.8,http://www.imdb.com/title/tt0071675/,tt0071675,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5593,Phase IV,(1974),84 min,PG,"Horror, Sci-Fi, Thriller",6.6,http://www.imdb.com/title/tt0070531/,tt0070531,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5594,Stardust,(1974),111 min,R,"Drama, Music",6.7,http://www.imdb.com/title/tt0072201/,tt0072201,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5595,The Front,(1976),95 min,PG,"Comedy, Drama",7.4,http://www.imdb.com/title/tt0074554/,tt0074554,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5596,Lipstick,(1976),89 min,R,"Crime, Drama, Thriller",5.3,http://www.imdb.com/title/tt0074802/,tt0074802,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5597,The Slipper and the Rose: The Story of Cinderella,(1976),127 min,G,"Adventure, Family, Fantasy",7.1,http://www.imdb.com/title/tt0075232/,tt0075232,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5598,The Other Side of Midnight,(1977),165 min,R,"Drama, Romance, Thriller",6.1,http://www.imdb.com/title/tt0076507/,tt0076507,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5599,The Island of Dr. Moreau,(1977),99 min,PG,"Adventure, Fantasy, Horror",5.9,http://www.imdb.com/title/tt0076210/,tt0076210,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5600,Rollercoaster,(1977),119 min,PG,"Action, Crime, Drama",6.2,http://www.imdb.com/title/tt0076636/,tt0076636,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5601,An Unmarried Woman,(1978),124 min,R,"Comedy, Drama, Romance",7.2,http://www.imdb.com/title/tt0078444/,tt0078444,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
