,name,year,runtime,certificate,genre,rating,url,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
5467,Light It Up,(1999),99 min,R,"Drama, Thriller",6,http://www.imdb.com/title/tt0172726/,tt0172726,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5468,The Muse,(1999),97 min,PG-13,Comedy,5.6,http://www.imdb.com/title/tt0164108/,tt0164108,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5469,The Crew,(2000),88 min,PG-13,"Crime, Comedy",5.6,http://www.imdb.com/title/tt0198386/,tt0198386,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5470,King's Ransom,(2005),95 min,PG-13,"Comedy, Crime",4.2,http://www.imdb.com/title/tt0388183/,tt0388183,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5471,The Honeymooners,(2005),90 min,PG-13,"Comedy, Drama, Family",3.1,http://www.imdb.com/title/tt0373908/,tt0373908,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5472,Feel the Noise,(2007),86 min,PG-13,"Drama, Music",2.8,http://www.imdb.com/title/tt0756703/,tt0756703,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5473,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,(2008),74 min,G,"Documentary, Music",2.3,http://www.imdb.com/title/tt1127884/,tt1127884,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5474,Cecil B. DeMented,(2000),87 min,R,"Comedy, Crime, Thriller",6.2,http://www.imdb.com/title/tt0173716/,tt0173716,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5475,What Becomes of the Broken Hearted?,(1999),108 min,R,"Crime, Drama, Thriller",6.4,http://www.imdb.com/title/tt0197094/,tt0197094,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5476,Stranded,(2001),95 min,R,"Drama, Sci-Fi",5.4,http://www.imdb.com/title/tt0283015/,tt0283015,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5477,The Battle of Shaker Heights,(2003),79 min,PG-13,"Drama, Romance, Comedy",6.1,http://www.imdb.com/title/tt0357470/,tt0357470,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5478,Spiders,(2000),94 min,R,"Horror, Sci-Fi",3.9,http://www.imdb.com/title/tt0203940/,tt0203940,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5479,Malevolence,(2003),90 min,R,"Crime, Horror, Mystery",5.2,http://www.imdb.com/title/tt0388230/,tt0388230,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5480,The Big Kahuna,(1999),90 min,R,"Drama, Comedy",6.6,http://www.imdb.com/title/tt0189584/,tt0189584,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5481,The Closer You Get,(2000),90 min,PG-13,Comedy,6.3,http://www.imdb.com/title/tt0218112/,tt0218112,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5482,Unconditional Love,(2002),124 min,PG-13,"Comedy, Drama, Musical",6.9,http://www.imdb.com/title/tt0219374/,tt0219374,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5483,Harvard Man,(2001),99 min,R,"Comedy, Crime, Drama",4.9,http://www.imdb.com/title/tt0242508/,tt0242508,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5484,Octane,(2003),91 min,R,"Horror, Mystery, Thriller",4.3,http://www.imdb.com/title/tt0323465/,tt0323465,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5485,The Bank,(2001),104 min,Not Rated,"Drama, Romance, Thriller",6.6,http://www.imdb.com/title/tt0241223/,tt0241223,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5486,The Foreigner,(2003),96 min,R,"Action, Thriller",3.3,http://www.imdb.com/title/tt0312700/,tt0312700,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5487,Resurrection,(1999),108 min,R,"Crime, Drama, Horror",6.2,http://www.imdb.com/title/tt0142804/,tt0142804,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5488,Haggard,(2003),96 min,R,Comedy,6.5,http://www.imdb.com/title/tt0298656/,tt0298656,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5489,The Trip,(2002),95 min,R,"Comedy, Drama, Romance",7,http://www.imdb.com/title/tt0250067/,tt0250067,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5490,A Shot at Glory,(2000),114 min,R,"Drama, Sport",6.3,http://www.imdb.com/title/tt0193854/,tt0193854,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5491,The Winslow Boy,(1999),104 min,G,"Drama, Romance",7.4,http://www.imdb.com/title/tt0155388/,tt0155388,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5492,Fortress 2,(2000),92 min,R,"Action, Sci-Fi",4.5,http://www.imdb.com/title/tt0179183/,tt0179183,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5493,State Property,(2002),88 min,R,"Drama, Crime, Action",4.4,http://www.imdb.com/title/tt0301893/,tt0301893,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5494,The First $20 Million Is Always the Hardest,(2002),105 min,PG-13,Comedy,5.6,http://www.imdb.com/title/tt0280674/,tt0280674,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5495,Love's Labour's Lost,(2000),93 min,PG,"Romance, Comedy, Musical",6.1,http://www.imdb.com/title/tt0182295/,tt0182295,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5496,Harrison's Flowers,(2000),121 min,R,"Drama, Romance, War",7.2,http://www.imdb.com/title/tt0216799/,tt0216799,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5497,The Body,(2001),109 min,PG-13,"Drama, Mystery, Romance",5.4,http://www.imdb.com/title/tt0201485/,tt0201485,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5498,Mambo Italiano,(2003),99 min,R,"Comedy, Drama, Romance",6.7,http://www.imdb.com/title/tt0330602/,tt0330602,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5499,The Dancer Upstairs,(2002),132 min,R,"Crime, Drama, Thriller",7,http://www.imdb.com/title/tt0118926/,tt0118926,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5500,Daddy and Them,(2001),101 min,R,"Comedy, Drama",5.7,http://www.imdb.com/title/tt0166158/,tt0166158,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5501,Thick as Thieves,(1999),93 min,R,"Crime, Drama",6.2,http://www.imdb.com/title/tt0147599/,tt0147599,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5502,"Scotland, Pa.",(2001),104 min,R,"Comedy, Crime",6.8,http://www.imdb.com/title/tt0265713/,tt0265713,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5503,Coming Soon,(1999),96 min,R,"Comedy, Romance",4.4,http://www.imdb.com/title/tt0150176/,tt0150176,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5504,Tumbleweeds,(1999),102 min,PG-13,"Drama, Comedy",6.7,http://www.imdb.com/title/tt0161023/,tt0161023,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5505,The Hebrew Hammer,(2003),85 min,R,Comedy,6.2,http://www.imdb.com/title/tt0317640/,tt0317640,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5506,Bloodsport 2,(1996),90 min,R,"Action, Sport",4.8,http://www.imdb.com/title/tt0112536/,tt0112536,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5507,Jeffrey,(1995),92 min,R,"Comedy, Drama",6.7,http://www.imdb.com/title/tt0113464/,tt0113464,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5508,Face,(I) (1997),105 min,R,"Crime, Drama, Thriller",6.8,http://www.imdb.com/title/tt0119092/,tt0119092,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5509,L'assedio,(1998),93 min,R,"Drama, Romance",7,http://www.imdb.com/title/tt0149723/,tt0149723,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5510,Mother's Boys,(1993),96 min,R,"Drama, Thriller",5.4,http://www.imdb.com/title/tt0107606/,tt0107606,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5511,Digging to China,(1997),98 min,PG,Drama,6.9,http://www.imdb.com/title/tt0118980/,tt0118980,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5512,The Real Blonde,(1997),105 min,R,"Comedy, Drama, Romance",6,http://www.imdb.com/title/tt0119987/,tt0119987,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5513,Henry Fool,(1997),137 min,R,"Comedy, Drama",7.3,http://www.imdb.com/title/tt0122529/,tt0122529,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5514,Head On,(1998),104 min,Not Rated,"Drama, Romance",6.4,http://www.imdb.com/title/tt0138487/,tt0138487,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0
5515,Citizen Ruth,(1996),106 min,R,"Comedy, Drama",7,http://www.imdb.com/title/tt0115906/,tt0115906,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5516,Dog Park,(1998),91 min,R,"Comedy, Romance",5.2,http://www.imdb.com/title/tt0129884/,tt0129884,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5517,Mother Night,(1996),114 min,R,"Drama, Romance, War",7.2,http://www.imdb.com/title/tt0117093/,tt0117093,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5518,Edge of Seventeen,(1998),99 min,Not Rated,"Comedy, Drama, Romance",6.8,http://www.imdb.com/title/tt0138414/,tt0138414,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5519,The Fantastic Four,(1994),90 min,PG,"Action, Adventure, Family",3.9,http://www.imdb.com/title/tt0109770/,tt0109770,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5520,Oscar and Lucinda,(1997),132 min,R,"Drama, Romance",6.7,http://www.imdb.com/title/tt0119843/,tt0119843,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5521,American Buffalo,(1996),88 min,R,Drama,5.7,http://www.imdb.com/title/tt0115530/,tt0115530,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5522,The Stöned Age,(1994),90 min,R,"Comedy, Music",6.3,http://www.imdb.com/title/tt0111293/,tt0111293,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5523,Puddle Cruiser,(1996),102 min,R,"Comedy, Drama, Romance",5.7,http://www.imdb.com/title/tt0144557/,tt0144557,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5524,The Addiction,(1995),82 min,Unrated,Horror,6.4,http://www.imdb.com/title/tt0112288/,tt0112288,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5525,Phoenix,(1998),107 min,R,"Crime, Drama",6.5,http://www.imdb.com/title/tt0119892/,tt0119892,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5526,Death Machine,(1994),120 min,R,"Action, Horror, Sci-Fi",5.7,http://www.imdb.com/title/tt0109575/,tt0109575,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5527,Wild Side,(1995),96 min,R,"Action, Thriller",5.6,http://www.imdb.com/title/tt0114941/,tt0114941,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5528,To vlemma tou Odyssea,(1995),176 min,Unrated,"Drama, War",7.6,http://www.imdb.com/title/tt0114863/,tt0114863,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5529,Breaking Up,(1997),90 min,R,"Comedy, Drama, Romance",4.9,http://www.imdb.com/title/tt0118772/,tt0118772,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5530,Critters 4,(1992),100 min,PG-13,"Comedy, Horror, Sci-Fi",4.1,http://www.imdb.com/title/tt0101628/,tt0101628,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5531,Homicide,(1991),102 min,R,"Crime, Drama, Thriller",7.1,http://www.imdb.com/title/tt0102048/,tt0102048,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5532,Fire on the Amazon,(1993),87 min,R,"Action, Adventure, Drama",3.5,http://www.imdb.com/title/tt0106913/,tt0106913,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5533,Brain Dead,(1990),85 min,R,"Horror, Mystery, Sci-Fi",6.1,http://www.imdb.com/title/tt0099173/,tt0099173,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5534,Intruder,(1989),83 min,R,"Horror, Thriller",6.4,http://www.imdb.com/title/tt0095379/,tt0095379,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5535,Moon 44,(1990),98 min,R,"Action, Sci-Fi, Thriller",5,http://www.imdb.com/title/tt0097910/,tt0097910,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5536,Jacknife,(1989),102 min,R,Drama,6.4,http://www.imdb.com/title/tt0097607/,tt0097607,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5537,Trust,(1990),107 min,R,"Comedy, Drama",7.5,http://www.imdb.com/title/tt0103130/,tt0103130,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5538,Longtime Companion,(1989),96 min,R,"Drama, Romance",7.5,http://www.imdb.com/title/tt0100049/,tt0100049,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5539,Nemesis,(1992),95 min,R,"Action, Sci-Fi, Thriller",5.6,http://www.imdb.com/title/tt0107668/,tt0107668,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5540,The Reflecting Skin,(1990),96 min,R,"Drama, Horror, Thriller",7,http://www.imdb.com/title/tt0100469/,tt0100469,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5541,The Comfort of Strangers,(1990),107 min,R,"Drama, Thriller",6.4,http://www.imdb.com/title/tt0099292/,tt0099292,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5542,Music Box,(1989),124 min,PG-13,"Crime, Drama, Thriller",7.3,http://www.imdb.com/title/tt0100211/,tt0100211,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5543,Side Out,(1990),100 min,PG-13,"Comedy, Drama, Romance",5.5,http://www.imdb.com/title/tt0100613/,tt0100613,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5544,The Hitman,(1991),95 min,R,"Action, Crime, Thriller",5.4,http://www.imdb.com/title/tt0102045/,tt0102045,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5545,Wedlock,(1991),101 min,R,"Action, Crime, Drama",5.9,http://www.imdb.com/title/tt0103239/,tt0103239,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5546,A Shock to the System,(1990),88 min,R,"Comedy, Crime, Thriller",6.8,http://www.imdb.com/title/tt0100602/,tt0100602,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5547,Waxwork II: Lost in Time,(1992),104 min,R,"Comedy, Fantasy, Horror",5.5,http://www.imdb.com/title/tt0105792/,tt0105792,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5548,Prospero's Books,(1991),124 min,R,"Drama, Fantasy",6.9,http://www.imdb.com/title/tt0102722/,tt0102722,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5549,She's Gotta Have It,(1986),84 min,R,"Comedy, Romance",6.6,http://www.imdb.com/title/tt0091939/,tt0091939,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5550,"Rita, Sue and Bob Too",(1987),93 min,R,"Comedy, Drama",6.4,http://www.imdb.com/title/tt0091859/,tt0091859,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
5551,Ghoulies,(1984),81 min,PG-13,"Comedy, Fantasy, Horror",4,http://www.imdb.com/title/tt0089200/,tt0089200,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
