,name,year,runtime,certificate,genre,rating,url
5706,A Room for Romeo Brass,(1999),90 min,R,"Comedy, Drama",7.7,http://www.imdb.com/title/tt0202559/
5707,Citizen Toxie: The Toxic Avenger IV,(2000),109 min,R,"Action, Comedy, Fantasy",6.3,http://www.imdb.com/title/tt0212879/
5708,Grand Theft Parsons,(2003),88 min,PG-13,"Adventure, Comedy, Drama",6.1,http://www.imdb.com/title/tt0338075/
5709,The Tony Blair Witch Project,(2000 Video),70 min,Unrated,Comedy,2.3,http://www.imdb.com/title/tt0252060/
5710,George Washington,(2000),89 min,Not Rated,Drama,7.4,http://www.imdb.com/title/tt0262432/
5711,Rolling Kansas,(2003),89 min,R,Comedy,6.3,http://www.imdb.com/title/tt0304638/
5712,My First Mister,(2001),109 min,R,"Comedy, Drama, Romance",7.3,http://www.imdb.com/title/tt0206963/
5713,Hugo Pool,(1997),92 min,R,"Comedy, Romance",5.2,http://www.imdb.com/title/tt0119327/
5714,The Hi-Lo Country,(1998),114 min,R,"Drama, Romance, Western",6.1,http://www.imdb.com/title/tt0120699/
5715,The Pit and the Pendulum,(1991),97 min,R,"Horror, Romance",6.2,http://www.imdb.com/title/tt0100369/
5716,Grand Tour: Disaster in Time,(1992),99 min,R,"Mystery, Sci-Fi",6.6,http://www.imdb.com/title/tt0104362/
5717,Ethan Frome,(1993),99 min,PG,"Drama, Romance",6.3,http://www.imdb.com/title/tt0106833/
5718,True Colors,(1991),111 min,R,Drama,6.3,http://www.imdb.com/title/tt0103125/
5719,Ticks,(1993),85 min,R,"Horror, Sci-Fi",5.4,http://www.imdb.com/title/tt0108339/
5720,The Tall Guy,(1989),92 min,R,"Comedy, Romance",6.2,http://www.imdb.com/title/tt0098436/
5721,Cannibal Women in the Avocado Jungle of Death,(1989),90 min,PG-13,"Action, Adventure, Comedy",4.8,http://www.imdb.com/title/tt0094834/
5722,Prayer of the Rollerboys,(1990),95 min,R,"Action, Drama, Sci-Fi",5.5,http://www.imdb.com/title/tt0102703/
5723,Highway to Hell,(1991),94 min,R,"Adventure, Comedy, Fantasy",6,http://www.imdb.com/title/tt0104418/
5724,Parents,(1989),81 min,R,"Comedy, Horror, Mystery",6.2,http://www.imdb.com/title/tt0098068/
5725,Trauma,(1993),106 min,R,"Horror, Mystery, Thriller",6,http://www.imdb.com/title/tt0104053/
5726,At Play in the Fields of the Lord,(1991),189 min,R,"Drama, Romance",6.8,http://www.imdb.com/title/tt0101373/
5727,American Ninja 5,(1993),102 min,PG-13,"Action, Comedy, Romance",2.8,http://www.imdb.com/title/tt0106257/
5728,American Ninja 4: The Annihilation,(1990),99 min,R,"Action, Drama",3.8,http://www.imdb.com/title/tt0101326/
5729,Prison,(1987),102 min,R,"Crime, Drama, Horror",5.9,http://www.imdb.com/title/tt0095904/
5730,A Prayer for the Dying,(1987),107 min,R,"Action, Crime, Drama",6.4,http://www.imdb.com/title/tt0093771/
5731,White Mischief,(1987),107 min,R,"Crime, Drama, Mystery",6.3,http://www.imdb.com/title/tt0094317/
5732,Lost in America,(1985),91 min,R,Comedy,7.1,http://www.imdb.com/title/tt0089504/
5733,A Zed & Two Noughts,(1985),115 min,Not Rated,"Comedy, Drama",7.5,http://www.imdb.com/title/tt0090366/
5734,Surf Nazis Must Die,(1987),83 min,R,"Action, Comedy, Drama",3.5,http://www.imdb.com/title/tt0094077/
5735,My Best Friend Is a Vampire,(1987),89 min,PG,"Comedy, Horror, Romance",6.1,http://www.imdb.com/title/tt0095684/
5736,The Barbarians,(1987),87 min,R,"Fantasy, Adventure",4.9,http://www.imdb.com/title/tt0092615/
5737,Anguish,(1987),89 min,R,"Horror, Thriller",6.7,http://www.imdb.com/title/tt0090644/
5738,The Element of Crime,(1984),104 min,Not Rated,"Crime, Drama, Thriller",6.9,http://www.imdb.com/title/tt0087280/
5739,Torch Song Trilogy,(1988),120 min,R,"Comedy, Drama, Romance",7.7,http://www.imdb.com/title/tt0096289/
5740,Combat Shock,(1984),91 min,R,"Drama, Horror, Thriller",6.4,http://www.imdb.com/title/tt0090866/
5741,September,(1987),83 min,PG,Drama,6.7,http://www.imdb.com/title/tt0093940/
5742,Querelle,(1982),108 min,R,Drama,6.9,http://www.imdb.com/title/tt0084565/
5743,Tempest,(1982),140 min,PG,"Comedy, Drama, Fantasy",6.5,http://www.imdb.com/title/tt0084776/
5744,The Chosen,(1981),108 min,PG,Drama,7.1,http://www.imdb.com/title/tt0082175/
5745,The Killer Elite,(1975),122 min,PG,"Action, Crime, Thriller",6,http://www.imdb.com/title/tt0073240/
5746,Sleeping Dogs,(1977),107 min,PG,"Action, Thriller, Drama",6.6,http://www.imdb.com/title/tt0076725/
5747,Brannigan,(1975),111 min,PG,"Action, Comedy, Crime",6.1,http://www.imdb.com/title/tt0072732/
5748,The Toolbox Murders,(1978),93 min,R,"Horror, Mystery, Thriller",5.3,http://www.imdb.com/title/tt0078405/
5749,The Manitou,(1977),104 min,PG,Horror,5.2,http://www.imdb.com/title/tt0077904/
5750,Carry on Abroad,(1972),88 min,Not Rated,Comedy,6.5,http://www.imdb.com/title/tt0069847/
5751,The Outfit,(1973),103 min,PG,"Crime, Thriller, Drama",7.1,http://www.imdb.com/title/tt0071960/
5752,Emperor of the North,(1973),118 min,PG,"Action, Adventure, Drama",7.4,http://www.imdb.com/title/tt0070030/
5753,Lolly-Madonna XXX,(1973),103 min,PG,"Action, Crime, Drama",6.5,http://www.imdb.com/title/tt0070332/
5754,Dracula A.D. 1972,(1972),96 min,PG,Horror,5.9,http://www.imdb.com/title/tt0068505/
5755,The Heartbreak Kid,(1972),106 min,PG,"Comedy, Drama, Romance",6.9,http://www.imdb.com/title/tt0068687/
5756,The Drowning Pool,(1975),108 min,PG,"Action, Crime, Mystery",6.5,http://www.imdb.com/title/tt0072912/
5757,Race with the Devil,(1975),88 min,PG,"Action, Horror, Thriller",6.6,http://www.imdb.com/title/tt0073600/
5758,California Split,(1974),108 min,R,"Comedy, Drama",7.3,http://www.imdb.com/title/tt0071269/
5759,McQ,(1974),111 min,PG,"Action, Crime, Drama",6.2,http://www.imdb.com/title/tt0071824/
5760,A Touch of Class,(1973),106 min,PG,"Comedy, Romance",6.5,http://www.imdb.com/title/tt0070819/
5761,Cinderella Liberty,(1973),117 min,R,"Drama, Romance",6.8,http://www.imdb.com/title/tt0069883/
5762,Siddhartha,(1972),89 min,R,"Drama, Mystery",6.7,http://www.imdb.com/title/tt0070689/
5763,Che?,(1972),112 min,R,Comedy,5.8,http://www.imdb.com/title/tt0070913/
5764,The Bitter Tears of Petra von Kant,(1972),124 min,Not Rated,"Drama, Romance",7.8,http://www.imdb.com/title/tt0068278/
5765,Face to Face,(1976),114 min,R,"Drama, Fantasy",7.7,http://www.imdb.com/title/tt0074147/
5766,The Cassandra Crossing,(1976),129 min,R,"Drama, Thriller",6.4,http://www.imdb.com/title/tt0074292/
5767,Grizzly,(1976),91 min,PG,"Adventure, Horror, Thriller",5.3,http://www.imdb.com/title/tt0074593/
5768,"Mother, Jugs & Speed",(1976),98 min,PG,"Comedy, Drama",5.9,http://www.imdb.com/title/tt0074923/
5769,To the Devil a Daughter,(1976),95 min,R,Horror,5.8,http://www.imdb.com/title/tt0075334/
5770,Voyage of the Damned,(1976),155 min,PG,"Drama, War",6.5,http://www.imdb.com/title/tt0075406/
5771,Two-Minute Warning,(1976),115 min,R,"Drama, Thriller",6.1,http://www.imdb.com/title/tt0075359/
5772,Heroes,(1977),112 min,PG,"Comedy, Drama",6,http://www.imdb.com/title/tt0076138/
5773,Opening Night,(1977),144 min,PG-13,Drama,8.1,http://www.imdb.com/title/tt0079672/
5774,Candleshoe,(1977),101 min,G,"Adventure, Comedy, Drama",6.8,http://www.imdb.com/title/tt0075807/
5775,Godzilla vs. Mechagodzilla,(1974),84 min,PG,"Action, Fantasy, Horror",6.4,http://www.imdb.com/title/tt0071565/
5776,La vallée,(1972),106 min,PG,Drama,6.5,http://www.imdb.com/title/tt0069451/
5777,Bustin' Loose,(1981),94 min,R,"Comedy, Drama",6.1,http://www.imdb.com/title/tt0082121/
5778,The Four Seasons,(1981),107 min,PG,"Comedy, Drama",7.2,http://www.imdb.com/title/tt0082405/
5779,A Wedding,(1978),125 min,PG,"Comedy, Drama",7.1,http://www.imdb.com/title/tt0078481/
5780,The Bad News Bears Go to Japan,(1978),91 min,PG,"Comedy, Family, Sport",3.5,http://www.imdb.com/title/tt0077199/
5781,A Force of One,(1979),90 min,PG,"Action, Crime, Drama",5,http://www.imdb.com/title/tt0079168/
5782,H.O.T.S.,(1979),98 min,R,Comedy,4.3,http://www.imdb.com/title/tt0079257/
5783,The Main Event,(1979),112 min,PG,"Comedy, Romance, Sport",5.8,http://www.imdb.com/title/tt0079510/
5784,North Dallas Forty,(1979),119 min,R,"Comedy, Drama, Sport",7,http://www.imdb.com/title/tt0079640/
5785,Prophecy,(1979),102 min,PG,"Sci-Fi, Horror",5.4,http://www.imdb.com/title/tt0079758/
5786,The Man Who Loved Women,(1983),110 min,R,"Comedy, Drama, Romance",5.2,http://www.imdb.com/title/tt0085891/
5787,The Star Chamber,(1983),109 min,R,"Crime, Drama, Mystery",6.3,http://www.imdb.com/title/tt0086356/
5788,Best Defense,(1984),94 min,R,"Comedy, War",3.6,http://www.imdb.com/title/tt0086955/
5789,Irreconcilable Differences,(1984),113 min,PG,"Comedy, Drama, Romance",5.8,http://www.imdb.com/title/tt0087482/
5790,Swing Shift,(1984),100 min,PG,"Drama, Romance, War",5.9,http://www.imdb.com/title/tt0088213/
5791,Unfaithfully Yours,(1984),96 min,PG,"Comedy, Music, Romance",6,http://www.imdb.com/title/tt0088326/
5792,Mrs. Soffel,(1984),110 min,PG-13,"Drama, Romance",6.3,http://www.imdb.com/title/tt0087751/
5793,Agnes of God,(1985),98 min,PG-13,"Drama, Mystery",6.6,http://www.imdb.com/title/tt0088683/
5794,Gymkata,(1985),90 min,R,"Action, Drama",4.2,http://www.imdb.com/title/tt0089243/
5795,American Anthem,(1986),102 min,PG-13,"Drama, Sport",4,http://www.imdb.com/title/tt0090631/
5796,Under the Cherry Moon,(1986),98 min,PG-13,"Comedy, Drama, Music",4.9,http://www.imdb.com/title/tt0092133/
5797,Witchboard,(1986),98 min,R,"Horror, Mystery, Thriller",5.7,http://www.imdb.com/title/tt0090327/
5798,Wisdom,(1987),109 min,R,"Crime, Drama",5.7,http://www.imdb.com/title/tt0092225/
5799,The Believers,(1987),114 min,R,"Crime, Drama, Horror",6.1,http://www.imdb.com/title/tt0092632/
5800,Date with an Angel,(1987),105 min,PG,"Comedy, Fantasy, Romance",5.8,http://www.imdb.com/title/tt0092834/
5801,Gardens of Stone,(1987),111 min,R,"Drama, War, Romance",6.4,http://www.imdb.com/title/tt0093073/
5802,Tin Men,(1987),112 min,R,"Comedy, Drama",6.5,http://www.imdb.com/title/tt0094155/
5803,Gross Anatomy,(1989),109 min,PG-13,Drama,6.1,http://www.imdb.com/title/tt0097458/
5804,Iron Eagle II,(1988),105 min,PG,"Action, Drama, Romance",3.6,http://www.imdb.com/title/tt0095382/
5805,In Country,(1989),120 min,R,"Drama, Romance, War",5.9,http://www.imdb.com/title/tt0097570/
5806,Let It Ride,(1989),90 min,PG-13,"Comedy, Action",6.9,http://www.imdb.com/title/tt0097731/
5807,Moon Over Parador,(1988),103 min,PG-13,"Comedy, Romance",5.9,http://www.imdb.com/title/tt0095654/
5808,A Night in the Life of Jimmy Reardon,(1988),90 min,R,"Comedy, Drama, Romance",5.5,http://www.imdb.com/title/tt0095736/
5809,Off Limits,(1988),102 min,R,"Action, Thriller, War",6.2,http://www.imdb.com/title/tt0095774/
5810,Salsa,(1988),97 min,PG,"Romance, Music",4.9,http://www.imdb.com/title/tt0096030/
5811,Almost an Angel,(1990),95 min,PG,"Comedy, Drama",5.4,http://www.imdb.com/title/tt0099018/
5812,Betsy's Wedding,(1990),94 min,R,"Comedy, Romance",5.6,http://www.imdb.com/title/tt0099128/
5813,Her Alibi,(1989),94 min,PG,"Comedy, Crime, Mystery",5.7,http://www.imdb.com/title/tt0097500/
5814,The Forbidden Dance,(1990),97 min,PG-13,"Drama, Romance",3.4,http://www.imdb.com/title/tt0099595/
5815,Graffiti Bridge,(1990),95 min,PG-13,"Drama, Music, Musical",4.3,http://www.imdb.com/title/tt0099691/
5816,Men Don't Leave,(1990),115 min,PG-13,Drama,6.7,http://www.imdb.com/title/tt0100134/
5817,Opportunity Knocks,(1990),103 min,PG-13,Comedy,6,http://www.imdb.com/title/tt0100301/
5818,Q & A,(1990),132 min,R,"Crime, Drama, Thriller",6.5,http://www.imdb.com/title/tt0100442/
5819,Spaced Invaders,(1990),100 min,PG,"Adventure, Comedy, Sci-Fi",5.3,http://www.imdb.com/title/tt0100666/
5820,The Marrying Man,(1991),115 min,R,"Comedy, Music, Romance",5.7,http://www.imdb.com/title/tt0102411/
5821,Another You,(1991),98 min,R,"Comedy, Crime",5.3,http://www.imdb.com/title/tt0101356/
5822,Body Parts,(1991),88 min,R,"Horror, Thriller",5.5,http://www.imdb.com/title/tt0101492/
5823,For the Boys,(1991),138 min,R,"Comedy, Drama, Music",6.3,http://www.imdb.com/title/tt0101902/
5824,The Super,(1991),95 min,R,Comedy,5.5,http://www.imdb.com/title/tt0103007/
5825,Out on a Limb,(1992),93 min,PG,Comedy,5.2,http://www.imdb.com/title/tt0105078/
5826,White Sands,(1992),101 min,R,"Action, Crime, Drama",6,http://www.imdb.com/title/tt0105813/
5827,Wind,(I) (1992),126 min,PG-13,"Action, Drama, Sport",6.5,http://www.imdb.com/title/tt0105824/
5828,Ghost in the Machine,(1993),95 min,R,"Horror, Sci-Fi, Thriller",4.4,http://www.imdb.com/title/tt0107009/
5829,The Real McCoy,(1993),105 min,PG-13,"Crime, Drama, Thriller",5.5,http://www.imdb.com/title/tt0107927/
5830,Chasers,(1994),102 min,R,Comedy,5,http://www.imdb.com/title/tt0109403/
5831,The Princess and the Goblin,(1991),82 min,G,"Animation, Fantasy",6.9,http://www.imdb.com/title/tt0107875/
5832,White Fang 2: Myth of the White Wolf,(1994),106 min,PG,"Adventure, Family",5.4,http://www.imdb.com/title/tt0111701/
5833,Beyond Rangoon,(1995),100 min,R,"Action, Drama",6.6,http://www.imdb.com/title/tt0112495/
5834,Gordy,(1995),90 min,G,"Comedy, Drama, Family",3.9,http://www.imdb.com/title/tt0113199/
5835,Jury Duty,(1995),88 min,PG-13,Comedy,4.1,http://www.imdb.com/title/tt0113500/
5836,Three Wishes,(1995),115 min,PG,"Drama, Fantasy",6.2,http://www.imdb.com/title/tt0114663/
5837,Night Falls on Manhattan,(1996),113 min,R,"Crime, Drama",6.6,http://www.imdb.com/title/tt0119783/
5838,Meet the Deedles,(1998),93 min,PG,"Comedy, Family",3.9,http://www.imdb.com/title/tt0120645/
5839,3 Strikes,(2000),82 min,R,Comedy,4.1,http://www.imdb.com/title/tt0199290/
5840,Extreme Ops,(2002),93 min,PG-13,"Action, Adventure, Thriller",4.5,http://www.imdb.com/title/tt0283160/
5841,Hey Arnold! The Movie,(2002),76 min,PG,"Animation, Adventure, Comedy",5.9,http://www.imdb.com/title/tt0314166/
